symbol,name,name_kr,sector,source,note
485810.KS,TIME 글로벌바이오액티브,TIME 글로벌바이오액티브,Bio/Healthcare,전체종목마스터,코스피 후보군
486240.KS,DAISHIN343 AI반도체&인프라액티브,DAISHIN343 AI반도체&인프라액티브,Semiconductor,전체종목마스터,코스피 후보군
487130.KS,KoAct AI인프라액티브,KoAct AI인프라액티브,AI/Software,전체종목마스터,코스피 후보군
487750.KS,BNK 온디바이스AI,BNK 온디바이스AI,AI/Software,전체종목마스터,코스피 후보군
488200.KS,KIWOOM K-2차전지북미공급망,KIWOOM K-2차전지북미공급망,Battery/EV,전체종목마스터,코스피 후보군
488210.KS,KIWOOM K-반도체북미공급망,KIWOOM K-반도체북미공급망,Semiconductor,전체종목마스터,코스피 후보군
488290.KS,MIDAS 일본테크액티브,MIDAS 일본테크액티브,Machinery/Equipment,전체종목마스터,코스피 후보군
489010.KS,PLUS 글로벌AI인프라,PLUS 글로벌AI인프라,AI/Software,전체종목마스터,코스피 후보군
489860.KS,KIWOOM 글로벌전력GRID인프라,KIWOOM 글로벌전력GRID인프라,Power/Utility,전체종목마스터,코스피 후보군
490590.KS,RISE 미국AI밸류체인데일리고정커버드콜,RISE 미국AI밸류체인데일리고정커버드콜,AI/Software,전체종목마스터,코스피 후보군
491620.KS,RISE 미국테크100데일리고정커버드콜,RISE 미국테크100데일리고정커버드콜,Machinery/Equipment,전체종목마스터,코스피 후보군
491630.KS,RISE 미국반도체인버스(합성 H),RISE 미국반도체인버스(합성 H),Semiconductor,전체종목마스터,코스피 후보군
492500.KS,1Q 현대차그룹채권(A+이상)&국고통안,1Q 현대차그룹채권(A+이상)&국고통안,Auto,전체종목마스터,코스피 후보군
494220.KS,UNICORN SK하이닉스밸류체인액티브,UNICORN SK하이닉스밸류체인액티브,Semiconductor,전체종목마스터,코스피 후보군
495940.KS,RISE 미국AI테크액티브,RISE 미국AI테크액티브,AI/Software,전체종목마스터,코스피 후보군
496770.KS,PLUS 글로벌방산,PLUS 글로벌방산,Defense/Aerospace,전체종목마스터,코스피 후보군
498860.KS,RISE 코리아금융고배당,RISE 코리아금융고배당,Bank/Finance,전체종목마스터,코스피 후보군
499790.KS,GS피앤엘,GS피앤엘,Oil/Chemical,전체종목마스터,코스피 후보군
950210.KS,프레스티지바이오파마,프레스티지바이오파마,Bio/Healthcare,전체종목마스터,코스피 후보군
900140.KS,엘브이엠씨홀딩스,엘브이엠씨홀딩스,Holding,전체종목마스터,코스피 후보군
900110.KQ,딥커머스,딥커머스,Internet/Platform,전체종목마스터,코스닥 후보군
900340.KQ,윙입푸드,윙입푸드,Food/Beverage,전체종목마스터,코스닥 후보군
000250.KQ,삼천당제약,삼천당제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
001000.KQ,신라섬유,신라섬유,Textile/Apparel,전체종목마스터,코스닥 후보군
001540.KQ,안국약품,안국약품,Bio/Healthcare,전체종목마스터,코스닥 후보군
001810.KQ,무림SP,무림SP,Paper/Wood,전체종목마스터,코스닥 후보군
001840.KQ,이화공영,이화공영,Construction,전체종목마스터,코스닥 후보군
002230.KQ,피에스텍,피에스텍,Renewable/Energy,전체종목마스터,코스닥 후보군
002290.KQ,삼일기업공사,삼일기업공사,Construction,전체종목마스터,코스닥 후보군
002680.KQ,한탑,한탑,Food/Beverage,전체종목마스터,코스닥 후보군
002800.KQ,신신제약,신신제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
003100.KQ,선광,선광,Shipping/Logistics,전체종목마스터,코스닥 후보군
003310.KQ,대주산업,대주산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
003380.KQ,하림지주,하림지주,Holding,전체종목마스터,코스닥 후보군
004590.KQ,한국가구,한국가구,Construction,전체종목마스터,코스닥 후보군
004780.KQ,대륙제관,대륙제관,AI/Software,전체종목마스터,코스닥 후보군
005160.KQ,동국산업,동국산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
005290.KQ,동진쎄미켐,동진쎄미켐,Semiconductor,전체종목마스터,코스닥 후보군
005710.KQ,대원산업,대원산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
005860.KQ,한일사료,한일사료,AI/Software,전체종목마스터,코스닥 후보군
005990.KQ,매일홀딩스,매일홀딩스,Holding,전체종목마스터,코스닥 후보군
006050.KQ,국영지앤엠,국영지앤엠,Construction,전체종목마스터,코스닥 후보군
006140.KQ,피제이전자,피제이전자,Materials/Parts,전체종목마스터,코스닥 후보군
006620.KQ,동구바이오제약,동구바이오제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
006730.KQ,서부T&D,서부T&D,Leisure/Travel,전체종목마스터,코스닥 후보군
006910.KQ,보성파워텍,보성파워텍,Power/Utility,전체종목마스터,코스닥 후보군
006920.KQ,모헨즈,모헨즈,Construction,전체종목마스터,코스닥 후보군
007330.KQ,푸른저축은행,푸른저축은행,Bank/Finance,전체종목마스터,코스닥 후보군
007370.KQ,진양제약,진양제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
007390.KQ,네이처셀,네이처셀,Food/Beverage,전체종목마스터,코스닥 후보군
007770.KQ,한일화학,한일화학,Oil/Chemical,전체종목마스터,코스닥 후보군
007820.KQ,엠엑스로보틱스,엠엑스로보틱스,Machinery/Equipment,전체종목마스터,코스닥 후보군
008830.KQ,대동기어,대동기어,Machinery/Equipment,전체종목마스터,코스닥 후보군
009300.KQ,삼아제약,삼아제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
009520.KQ,포스코엠텍,포스코엠텍,Steel/Metal,전체종목마스터,코스닥 후보군
009620.KQ,삼보산업,삼보산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
009780.KQ,엠에스씨,엠에스씨,Food/Beverage,전체종목마스터,코스닥 후보군
010170.KQ,대한광통신,대한광통신,Telecom,전체종목마스터,코스닥 후보군
010470.KQ,오리콤,오리콤,Entertainment/Media,전체종목마스터,코스닥 후보군
011040.KQ,경동제약,경동제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
011320.KQ,유니크,유니크,Oil/Chemical,전체종목마스터,코스닥 후보군
011370.KQ,서한,서한,Construction,전체종목마스터,코스닥 후보군
011560.KQ,세보엠이씨,세보엠이씨,Construction,전체종목마스터,코스닥 후보군
012210.KQ,삼미금속,삼미금속,Steel/Metal,전체종목마스터,코스닥 후보군
012340.KQ,뉴인텍,뉴인텍,Oil/Chemical,전체종목마스터,코스닥 후보군
012790.KQ,신일제약,신일제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
012860.KQ,모베이스전자,모베이스전자,Materials/Parts,전체종목마스터,코스닥 후보군
013030.KQ,하이록코리아,하이록코리아,Power/Utility,전체종목마스터,코스닥 후보군
013120.KQ,동원개발,동원개발,Construction,전체종목마스터,코스닥 후보군
013310.KQ,아진산업,아진산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
014100.KQ,메디앙스,메디앙스,Bio/Healthcare,전체종목마스터,코스닥 후보군
014190.KQ,원익큐브,원익큐브,Semiconductor,전체종목마스터,코스닥 후보군
014570.KQ,고려제약,고려제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
014620.KQ,성광벤드,성광벤드,Machinery/Equipment,전체종목마스터,코스닥 후보군
014950.KQ,삼익제약,삼익제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
015750.KQ,성우하이텍,성우하이텍,Auto,전체종목마스터,코스닥 후보군
016100.KQ,리더스코스메틱,리더스코스메틱,Paper/Wood,전체종목마스터,코스닥 후보군
016250.KQ,SGC E&C,SGC E&C,Construction,전체종목마스터,코스닥 후보군
016670.KQ,디모아,디모아,Bank/Finance,전체종목마스터,코스닥 후보군
016790.KQ,현대사료,현대사료,Food/Beverage,전체종목마스터,코스닥 후보군
016920.KQ,카스,카스,Machinery/Equipment,전체종목마스터,코스닥 후보군
017000.KQ,신원종합개발,신원종합개발,Construction,전체종목마스터,코스닥 후보군
017480.KQ,삼현철강,삼현철강,Steel/Metal,전체종목마스터,코스닥 후보군
017510.KQ,세명전기,세명전기,Power/Utility,전체종목마스터,코스닥 후보군
017650.KQ,대림제지,대림제지,Paper/Wood,전체종목마스터,코스닥 후보군
018120.KQ,진로발효,진로발효,AI/Software,전체종목마스터,코스닥 후보군
018290.KQ,브이티,브이티,Battery/EV,전체종목마스터,코스닥 후보군
018310.KQ,삼목에스폼,삼목에스폼,Construction,전체종목마스터,코스닥 후보군
018620.KQ,우진비앤지,우진비앤지,Nuclear,전체종목마스터,코스닥 후보군
018680.KQ,서울제약,서울제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
019010.KQ,베뉴지,베뉴지,Textile/Apparel,전체종목마스터,코스닥 후보군
019210.KQ,와이지-원,와이지-원,Entertainment/Media,전체종목마스터,코스닥 후보군
019540.KQ,일지테크,일지테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
019990.KQ,에너토크,에너토크,Machinery/Equipment,전체종목마스터,코스닥 후보군
020180.KQ,대신정보통신,대신정보통신,Telecom,전체종목마스터,코스닥 후보군
020400.KQ,대동금속,대동금속,Steel/Metal,전체종목마스터,코스닥 후보군
020710.KQ,시공테크,시공테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
021320.KQ,KCC건설,KCC건설,Construction,전체종목마스터,코스닥 후보군
022220.KQ,티케이지애강,티케이지애강,Construction,전체종목마스터,코스닥 후보군
023160.KQ,태광,태광,Machinery/Equipment,전체종목마스터,코스닥 후보군
023410.KQ,유진기업,유진기업,Construction,전체종목마스터,코스닥 후보군
023440.KQ,제이스코홀딩스,제이스코홀딩스,Holding,전체종목마스터,코스닥 후보군
023600.KQ,삼보판지,삼보판지,Paper/Wood,전체종목마스터,코스닥 후보군
023770.KQ,플레이위드,플레이위드,Game,전체종목마스터,코스닥 후보군
023900.KQ,풍국주정,풍국주정,Oil/Chemical,전체종목마스터,코스닥 후보군
023910.KQ,대한약품,대한약품,Bio/Healthcare,전체종목마스터,코스닥 후보군
024060.KQ,흥구석유,흥구석유,Oil/Chemical,전체종목마스터,코스닥 후보군
024850.KQ,HLB이노베이션,HLB이노베이션,Semiconductor,전체종목마스터,코스닥 후보군
024880.KQ,케이피에프,케이피에프,Machinery/Equipment,전체종목마스터,코스닥 후보군
024910.KQ,경창산업,경창산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
025320.KQ,시노펙스,시노펙스,Oil/Chemical,전체종목마스터,코스닥 후보군
025770.KQ,한국정보통신,한국정보통신,Telecom,전체종목마스터,코스닥 후보군
025870.KQ,신라에스지,신라에스지,AI/Software,전체종목마스터,코스닥 후보군
025880.KQ,케이씨피드,케이씨피드,AI/Software,전체종목마스터,코스닥 후보군
025900.KQ,동화기업,동화기업,Materials/Parts,전체종목마스터,코스닥 후보군
025950.KQ,동신건설,동신건설,Construction,전체종목마스터,코스닥 후보군
025980.KQ,아난티,아난티,Textile/Apparel,전체종목마스터,코스닥 후보군
026150.KQ,특수건설,특수건설,Construction,전체종목마스터,코스닥 후보군
027040.KQ,서울전자통신,서울전자통신,Telecom,전체종목마스터,코스닥 후보군
027580.KQ,상보,상보,Auto,전체종목마스터,코스닥 후보군
027710.KQ,팜스토리,팜스토리,Food/Beverage,전체종목마스터,코스닥 후보군
028080.KQ,휴맥스홀딩스,휴맥스홀딩스,Holding,전체종목마스터,코스닥 후보군
028300.KQ,HLB,HLB,Bio/Healthcare,전체종목마스터,코스닥 후보군
030520.KQ,한글과컴퓨터,한글과컴퓨터,AI/Software,전체종목마스터,코스닥 후보군
030530.KQ,원익홀딩스,원익홀딩스,Semiconductor,전체종목마스터,코스닥 후보군
030960.KQ,양지사,양지사,Paper/Wood,전체종목마스터,코스닥 후보군
031980.KQ,피에스케이홀딩스,피에스케이홀딩스,Semiconductor,전체종목마스터,코스닥 후보군
032300.KQ,한국파마,한국파마,Bio/Healthcare,전체종목마스터,코스닥 후보군
032500.KQ,케이엠더블유,케이엠더블유,Telecom,전체종목마스터,코스닥 후보군
032540.KQ,TJ미디어,TJ미디어,Entertainment/Media,전체종목마스터,코스닥 후보군
032620.KQ,GC메디아이,GC메디아이,Bio/Healthcare,전체종목마스터,코스닥 후보군
032680.KQ,소프트센,소프트센,AI/Software,전체종목마스터,코스닥 후보군
032820.KQ,우리기술,우리기술,Machinery/Equipment,전체종목마스터,코스닥 후보군
032940.KQ,원익,원익,Semiconductor,전체종목마스터,코스닥 후보군
033100.KQ,제룡전기,제룡전기,Power/Utility,전체종목마스터,코스닥 후보군
033130.KQ,디지틀조선,디지틀조선,Shipbuilding,전체종목마스터,코스닥 후보군
033160.KQ,엠케이전자,엠케이전자,Materials/Parts,전체종목마스터,코스닥 후보군
033230.KQ,인성정보,인성정보,Machinery/Equipment,전체종목마스터,코스닥 후보군
033290.KQ,로젠,로젠,Battery/EV,전체종목마스터,코스닥 후보군
033320.KQ,제이씨현시스템,제이씨현시스템,Machinery/Equipment,전체종목마스터,코스닥 후보군
033540.KQ,파라텍,파라텍,Machinery/Equipment,전체종목마스터,코스닥 후보군
033640.KQ,네패스,네패스,Auto,전체종목마스터,코스닥 후보군
033790.KQ,피노,피노,Telecom,전체종목마스터,코스닥 후보군
034810.KQ,해성산업,해성산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
034940.KQ,조아제약,조아제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
035080.KQ,그래디언트,그래디언트,Leisure/Travel,전체종목마스터,코스닥 후보군
035200.KQ,프럼파스트,프럼파스트,Construction,전체종목마스터,코스닥 후보군
035290.KQ,골드앤에스,골드앤에스,Education,전체종목마스터,코스닥 후보군
035460.KQ,기산텔레콤,기산텔레콤,Telecom,전체종목마스터,코스닥 후보군
035600.KQ,KG이니시스,KG이니시스,Bank/Finance,전체종목마스터,코스닥 후보군
035620.KQ,바른손이앤에이,바른손이앤에이,Entertainment/Media,전체종목마스터,코스닥 후보군
035760.KQ,CJ ENM,CJ ENM,Entertainment/Media,전체종목마스터,코스닥 후보군
035810.KQ,이지홀딩스,이지홀딩스,Holding,전체종목마스터,코스닥 후보군
035890.KQ,서희건설,서희건설,Construction,전체종목마스터,코스닥 후보군
035900.KQ,JYP Ent.,JYP Ent.,Entertainment/Media,전체종목마스터,코스닥 후보군
036000.KQ,예림당,예림당,Education,전체종목마스터,코스닥 후보군
036010.KQ,아비코전자,아비코전자,Materials/Parts,전체종목마스터,코스닥 후보군
036030.KQ,케이티알파,케이티알파,Bank/Finance,전체종목마스터,코스닥 후보군
036190.KQ,금화피에스시,금화피에스시,Power/Utility,전체종목마스터,코스닥 후보군
036200.KQ,유니셈,유니셈,Semiconductor,전체종목마스터,코스닥 후보군
036220.KQ,오상헬스케어,오상헬스케어,Bio/Healthcare,전체종목마스터,코스닥 후보군
036480.KQ,대성미생물,대성미생물,Bio/Healthcare,전체종목마스터,코스닥 후보군
036540.KQ,SFA반도체,SFA반도체,Semiconductor,전체종목마스터,코스닥 후보군
036560.KQ,KZ정밀,KZ정밀,Machinery/Equipment,전체종목마스터,코스닥 후보군
036620.KQ,감성코퍼레이션,감성코퍼레이션,Paper/Wood,전체종목마스터,코스닥 후보군
036630.KQ,세종텔레콤,세종텔레콤,Telecom,전체종목마스터,코스닥 후보군
036640.KQ,HRS,HRS,Power/Utility,전체종목마스터,코스닥 후보군
036710.KQ,심텍홀딩스,심텍홀딩스,Holding,전체종목마스터,코스닥 후보군
036800.KQ,나이스정보통신,나이스정보통신,Telecom,전체종목마스터,코스닥 후보군
036810.KQ,에프에스티,에프에스티,Semiconductor,전체종목마스터,코스닥 후보군
036830.KQ,솔브레인홀딩스,솔브레인홀딩스,Holding,전체종목마스터,코스닥 후보군
036930.KQ,주성엔지니어링,주성엔지니어링,Semiconductor,전체종목마스터,코스닥 후보군
037030.KQ,파워넷,파워넷,Battery/EV,전체종목마스터,코스닥 후보군
037070.KQ,파세코,파세코,Construction,전체종목마스터,코스닥 후보군
037330.KQ,인지디스플레,인지디스플레,Display,전체종목마스터,코스닥 후보군
037350.KQ,성도이엔지,성도이엔지,Semiconductor,전체종목마스터,코스닥 후보군
037370.KQ,EG,EG,Battery/EV,전체종목마스터,코스닥 후보군
037400.KQ,우리엔터프라이즈,우리엔터프라이즈,Entertainment/Media,전체종목마스터,코스닥 후보군
037440.KQ,희림,희림,Construction,전체종목마스터,코스닥 후보군
037460.KQ,삼지전자,삼지전자,Materials/Parts,전체종목마스터,코스닥 후보군
037950.KQ,엘컴텍,엘컴텍,Auto,전체종목마스터,코스닥 후보군
038010.KQ,제일테크노스,제일테크노스,Machinery/Equipment,전체종목마스터,코스닥 후보군
038070.KQ,서린바이오,서린바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
038290.KQ,마크로젠,마크로젠,Bio/Healthcare,전체종목마스터,코스닥 후보군
038390.KQ,레드캡투어,레드캡투어,Leisure/Travel,전체종목마스터,코스닥 후보군
038460.KQ,바이오스마트,바이오스마트,Bio/Healthcare,전체종목마스터,코스닥 후보군
038500.KQ,삼표시멘트,삼표시멘트,Construction,전체종목마스터,코스닥 후보군
038530.KQ,케이바이오랩스,케이바이오랩스,Bio/Healthcare,전체종목마스터,코스닥 후보군
038680.KQ,에스넷,에스넷,Machinery/Equipment,전체종목마스터,코스닥 후보군
038880.KQ,아이에이,아이에이,Semiconductor,전체종목마스터,코스닥 후보군
038950.KQ,파인디지털,파인디지털,Machinery/Equipment,전체종목마스터,코스닥 후보군
039020.KQ,이건홀딩스,이건홀딩스,Holding,전체종목마스터,코스닥 후보군
039030.KQ,이오테크닉스,이오테크닉스,Semiconductor,전체종목마스터,코스닥 후보군
039290.KQ,인포뱅크,인포뱅크,Internet/Platform,전체종목마스터,코스닥 후보군
039340.KQ,한국경제TV,한국경제TV,Entertainment/Media,전체종목마스터,코스닥 후보군
039440.KQ,에스티아이,에스티아이,Display,전체종목마스터,코스닥 후보군
039560.KQ,다산네트웍스,다산네트웍스,Telecom,전체종목마스터,코스닥 후보군
039610.KQ,화성밸브,화성밸브,Machinery/Equipment,전체종목마스터,코스닥 후보군
039980.KQ,폴라리스AI,폴라리스AI,AI/Software,전체종목마스터,코스닥 후보군
040160.KQ,누리플렉스,누리플렉스,Machinery/Equipment,전체종목마스터,코스닥 후보군
040300.KQ,YTN,YTN,Entertainment/Media,전체종목마스터,코스닥 후보군
040420.KQ,정상제이엘에스,정상제이엘에스,Education,전체종목마스터,코스닥 후보군
040910.KQ,아이씨디,아이씨디,Display,전체종목마스터,코스닥 후보군
041190.KQ,우리기술투자,우리기술투자,Machinery/Equipment,전체종목마스터,코스닥 후보군
041440.KQ,현대에버다임,현대에버다임,Power/Utility,전체종목마스터,코스닥 후보군
041460.KQ,한국전자인증,한국전자인증,Materials/Parts,전체종목마스터,코스닥 후보군
041510.KQ,에스엠,에스엠,Entertainment/Media,전체종목마스터,코스닥 후보군
041520.KQ,이엘씨,이엘씨,Display,전체종목마스터,코스닥 후보군
041910.KQ,폴라리스AI파마,폴라리스AI파마,AI/Software,전체종목마스터,코스닥 후보군
041920.KQ,메디아나,메디아나,Bio/Healthcare,전체종목마스터,코스닥 후보군
041960.KQ,코미팜,코미팜,AI/Software,전체종목마스터,코스닥 후보군
042040.KQ,케이피엠테크,케이피엠테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
042370.KQ,비츠로테크,비츠로테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
042420.KQ,네오위즈홀딩스,네오위즈홀딩스,Holding,전체종목마스터,코스닥 후보군
042500.KQ,링네트,링네트,Machinery/Equipment,전체종목마스터,코스닥 후보군
042520.KQ,한스바이오메드,한스바이오메드,Bio/Healthcare,전체종목마스터,코스닥 후보군
042600.KQ,새로닉스,새로닉스,Auto,전체종목마스터,코스닥 후보군
042940.KQ,상지건설,상지건설,Construction,전체종목마스터,코스닥 후보군
043090.KQ,더테크놀로지,더테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
043100.KQ,알파AI,알파AI,AI/Software,전체종목마스터,코스닥 후보군
043200.KQ,파루,파루,AI/Software,전체종목마스터,코스닥 후보군
043260.KQ,성호전자,성호전자,Materials/Parts,전체종목마스터,코스닥 후보군
043340.KQ,에쎈테크,에쎈테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
043590.KQ,웰킵스하이텍,웰킵스하이텍,Auto,전체종목마스터,코스닥 후보군
043610.KQ,KT지니뮤직,KT지니뮤직,Telecom,전체종목마스터,코스닥 후보군
044180.KQ,KD,KD,Construction,전체종목마스터,코스닥 후보군
044490.KQ,태웅,태웅,Machinery/Equipment,전체종목마스터,코스닥 후보군
044780.KQ,에이치케이,에이치케이,Machinery/Equipment,전체종목마스터,코스닥 후보군
044960.KQ,이글벳,이글벳,AI/Software,전체종목마스터,코스닥 후보군
045060.KQ,오공,오공,AI/Software,전체종목마스터,코스닥 후보군
045100.KQ,한양이엔지,한양이엔지,Display,전체종목마스터,코스닥 후보군
045300.KQ,성우테크론,성우테크론,Machinery/Equipment,전체종목마스터,코스닥 후보군
045340.KQ,토탈소프트,토탈소프트,AI/Software,전체종목마스터,코스닥 후보군
045660.KQ,에이텍,에이텍,Display,전체종목마스터,코스닥 후보군
046070.KQ,코다코,코다코,Battery/EV,전체종목마스터,코스닥 후보군
046390.KQ,삼화네트웍스,삼화네트웍스,Entertainment/Media,전체종목마스터,코스닥 후보군
046440.KQ,KG파이낸셜,KG파이낸셜,Bank/Finance,전체종목마스터,코스닥 후보군
046890.KQ,서울반도체,서울반도체,Semiconductor,전체종목마스터,코스닥 후보군
046940.KQ,우원개발,우원개발,Construction,전체종목마스터,코스닥 후보군
047080.KQ,한빛소프트,한빛소프트,AI/Software,전체종목마스터,코스닥 후보군
047310.KQ,파워로직스,파워로직스,Materials/Parts,전체종목마스터,코스닥 후보군
047560.KQ,이스트소프트,이스트소프트,AI/Software,전체종목마스터,코스닥 후보군
047820.KQ,초록뱀미디어,초록뱀미디어,Entertainment/Media,전체종목마스터,코스닥 후보군
047920.KQ,HLB제약,HLB제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
048410.KQ,현대바이오,현대바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
048430.KQ,유라테크,유라테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
048530.KQ,인트론바이오,인트론바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
048550.KQ,SM C&C,SM C&C,Entertainment/Media,전체종목마스터,코스닥 후보군
048870.KQ,시너지이노베이션,시너지이노베이션,Bio/Healthcare,전체종목마스터,코스닥 후보군
048910.KQ,대원미디어,대원미디어,Entertainment/Media,전체종목마스터,코스닥 후보군
049080.KQ,기가레인,기가레인,Telecom,전체종목마스터,코스닥 후보군
049120.KQ,파인디앤씨,파인디앤씨,Auto,전체종목마스터,코스닥 후보군
049430.KQ,코메론,코메론,Machinery/Equipment,전체종목마스터,코스닥 후보군
049480.KQ,오픈베이스,오픈베이스,Machinery/Equipment,전체종목마스터,코스닥 후보군
049550.KQ,잉크테크,잉크테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
049630.KQ,재영솔루텍,재영솔루텍,Auto,전체종목마스터,코스닥 후보군
049950.KQ,미래컴퍼니,미래컴퍼니,Display,전체종목마스터,코스닥 후보군
049960.KQ,쎌바이오텍,쎌바이오텍,Bio/Healthcare,전체종목마스터,코스닥 후보군
050090.KQ,비케이홀딩스,비케이홀딩스,Holding,전체종목마스터,코스닥 후보군
050110.KQ,캠시스,캠시스,Semiconductor,전체종목마스터,코스닥 후보군
050760.KQ,에스폴리텍,에스폴리텍,Auto,전체종목마스터,코스닥 후보군
050860.KQ,아세아텍,아세아텍,Machinery/Equipment,전체종목마스터,코스닥 후보군
050890.KQ,쏠리드,쏠리드,Telecom,전체종목마스터,코스닥 후보군
051160.KQ,지어소프트,지어소프트,AI/Software,전체종목마스터,코스닥 후보군
051360.KQ,토비스,토비스,Leisure/Travel,전체종목마스터,코스닥 후보군
051370.KQ,인터플렉스,인터플렉스,Semiconductor,전체종목마스터,코스닥 후보군
051380.KQ,피씨디렉트,피씨디렉트,Defense/Aerospace,전체종목마스터,코스닥 후보군
051390.KQ,YW,YW,Telecom,전체종목마스터,코스닥 후보군
051490.KQ,나라엠앤디,나라엠앤디,Materials/Parts,전체종목마스터,코스닥 후보군
051500.KQ,CJ프레시웨이,CJ프레시웨이,Food/Beverage,전체종목마스터,코스닥 후보군
051780.KQ,큐로홀딩스,큐로홀딩스,Holding,전체종목마스터,코스닥 후보군
051980.KQ,중앙첨단소재,중앙첨단소재,Materials/Parts,전체종목마스터,코스닥 후보군
052020.KQ,에스티큐브,에스티큐브,AI/Software,전체종목마스터,코스닥 후보군
052220.KQ,iMBC,iMBC,Entertainment/Media,전체종목마스터,코스닥 후보군
052260.KQ,현대바이오랜드,현대바이오랜드,Bio/Healthcare,전체종목마스터,코스닥 후보군
052300.KQ,오션인더블유,오션인더블유,Shipbuilding,전체종목마스터,코스닥 후보군
052400.KQ,코나아이,코나아이,Bank/Finance,전체종목마스터,코스닥 후보군
052420.KQ,오성첨단소재,오성첨단소재,Materials/Parts,전체종목마스터,코스닥 후보군
052460.KQ,아이크래프트,아이크래프트,Telecom,전체종목마스터,코스닥 후보군
052600.KQ,한네트,한네트,Bank/Finance,전체종목마스터,코스닥 후보군
052710.KQ,아모텍,아모텍,Bank/Finance,전체종목마스터,코스닥 후보군
052790.KQ,액토즈소프트,액토즈소프트,AI/Software,전체종목마스터,코스닥 후보군
052860.KQ,아이앤씨,아이앤씨,Construction,전체종목마스터,코스닥 후보군
052900.KQ,KX하이텍,KX하이텍,Semiconductor,전체종목마스터,코스닥 후보군
053030.KQ,바이넥스,바이넥스,Bio/Healthcare,전체종목마스터,코스닥 후보군
053260.KQ,금강철강,금강철강,Steel/Metal,전체종목마스터,코스닥 후보군
053270.KQ,구영테크,구영테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
053290.KQ,NE능률,NE능률,Education,전체종목마스터,코스닥 후보군
053350.KQ,이니텍,이니텍,AI/Software,전체종목마스터,코스닥 후보군
053450.KQ,세코닉스,세코닉스,Auto,전체종목마스터,코스닥 후보군
053580.KQ,웹케시,웹케시,Bank/Finance,전체종목마스터,코스닥 후보군
053700.KQ,삼보모터스,삼보모터스,Materials/Parts,전체종목마스터,코스닥 후보군
053800.KQ,안랩,안랩,AI/Software,전체종목마스터,코스닥 후보군
053950.KQ,경남제약,경남제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
053980.KQ,오상자이엘,오상자이엘,Bio/Healthcare,전체종목마스터,코스닥 후보군
054050.KQ,NH농우바이오,NH농우바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
054090.KQ,삼진엘앤디,삼진엘앤디,Materials/Parts,전체종목마스터,코스닥 후보군
054180.KQ,메디콕스,메디콕스,Bio/Healthcare,전체종목마스터,코스닥 후보군
054210.KQ,이랜텍,이랜텍,Materials/Parts,전체종목마스터,코스닥 후보군
054300.KQ,팬스타엔터프라이즈,팬스타엔터프라이즈,Entertainment/Media,전체종목마스터,코스닥 후보군
054450.KQ,텔레칩스,텔레칩스,Semiconductor,전체종목마스터,코스닥 후보군
054540.KQ,삼영엠텍,삼영엠텍,Machinery/Equipment,전체종목마스터,코스닥 후보군
054670.KQ,대한뉴팜,대한뉴팜,AI/Software,전체종목마스터,코스닥 후보군
054780.KQ,키이스트,키이스트,Entertainment/Media,전체종목마스터,코스닥 후보군
054800.KQ,아이디스홀딩스,아이디스홀딩스,Holding,전체종목마스터,코스닥 후보군
054920.KQ,한컴위드,한컴위드,Bank/Finance,전체종목마스터,코스닥 후보군
054930.KQ,유신,유신,Construction,전체종목마스터,코스닥 후보군
054940.KQ,엑사이엔씨,엑사이엔씨,Game,전체종목마스터,코스닥 후보군
056080.KQ,유진로봇,유진로봇,Robot,전체종목마스터,코스닥 후보군
