ticker,market,name,avg_price,quantity,buy_amount,current_price,current_price_source,current_price_updated_at,evaluation_amount,unrealized_pnl_pct,unrealized_pnl_amount,latest_target_date,latest_final_decision,latest_confidence_score,preferred_entry,stop_loss,take_profit1,take_profit2,no_buy_score,no_buy_level,no_buy_reasons,market_regime,market_risk_score,current_rr,distance_to_stop_pct,distance_to_tp1_pct,holding_risk_score,portfolio_action,portfolio_action_reason,add_buy_allowed,trim_required,stop_loss_required,take_profit_suggested,data_status,updated_at,symbol,code,종목코드,stock_name,종목명,종목,시장,현재가,last_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,손절가,stop,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,손익비,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,valuation_score,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
INTC,미국주식,,55.29,,,108.16999816894533,predictions.prev_close,2026-05-22T22:56:54,,95.64116145586061,,2026-05-19,비중 축소 우선,4.0,106.15203875938548,100.9015292734906,113.46688097975944,116.79471066621213,65.0,관망 우위,방향 적중률 45% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.728748088077596,7.203526990907894,4.896813257351806,45,데이터 부족,미실현수익 +10% 이상 / no_buy_score 50 이상 / 최신 예측판단 비중 축소 우선 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T22:56:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LITE,미국주식,,869.0,,,884.97998046875,predictions.prev_close,2026-05-22T22:56:54,,1.8388930343785859,,2026-05-19,관망 우위,13.0,861.197895087248,813.3381542610279,925.4762494291982,958.7938080053714,75.0,매수금지,방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음,데이터 부족,50.0,0.5652601434674651,8.808369044584353,4.575953112408082,50,데이터 부족,no_buy_score 70 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T22:56:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKLB,미국주식,,67.5,,,131.16000366210938,predictions.prev_close,2026-05-22T22:56:54,,94.31111653645834,,2026-05-19,관망 우위,29.0,122.61614111822692,108.6759976441196,142.0437877353263,151.74821861482613,5.0,매수금지 아님,방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 거래량 부족 또는 데이터 부족 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.48406783313029983,20.689026560968827,8.298096804918842,15,데이터 부족,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T22:56:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAOI,미국주식,,174.64,,,,,2026-05-22T22:56:54,,,,,,,,,,,,,,이벤트 변동성장,65.0,,,,25,데이터 부족,시장위험 60 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-22T22:56:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIMO,미국주식,,244.21,,,,,2026-05-22T22:56:54,,,,,,,,,,,,,,이벤트 변동성장,65.0,,,,25,데이터 부족,시장위험 60 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-22T22:56:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131970,한국주식,두산테스나,178200.0,30.0,5346000.0,165600.0,holdings.current_price,2026-05-22T22:56:54,4968000.0,-7.070707070707072,-378000.0,2026-05-22,관망 우위,12.0,170392.06790857142,159485.40512861725,194632.35,201196.6,20.0,매수금지 아님,"이벤트 변동성장 / 방향 적중률 60% 이상 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 55 · 이벤트 리스크: FOMC, CPI/PPI, 실적 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,55.0,4.748041466471619,3.8339526218412523,17.531612318840573,40,비중 축소 우선,미실현손익률 -5% 이하 / 최신 예측판단 관망 우위 / 이벤트 변동성장,0,1,0,0,OK,2026-05-22T22:56:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222800,한국주식,심텍,98200.0,55.0,5401000.0,103600.0,holdings.current_price,2026-05-22T22:56:54,5698000.0,5.498981670061109,297000.0,2026-05-22,돌파 확인 후 접근,0.0,128376.99116040324,120798.90501325791,139365.216073764,144669.8763767657,20.0,매수금지 아님,"이벤트 변동성장 / TP1 터치율 50% 이상 / 뉴스/이벤트 악재 또는 위험 문구 / 시초 예상가가 1차 저항선 1% 이내 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 55 · 이벤트 리스크: FOMC, CPI/PPI, 실적 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,55.0,,-14.237633206501588,34.522409337610036,55,손절 우선,현재가가 손절가 아래 / 이벤트 변동성장 / 손절 기준 확인 필요,0,0,1,0,OK,2026-05-22T22:56:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNDK,미국주식,샌디스크,791.589,5.0,3957.945,1392.56,holdings.current_price,2026-05-22T22:56:54,6962.799999999999,75.91957442561733,3004.8549999999996,2026-05-19,비중 축소 우선,2.0,1212.565355447042,1049.8342879380496,1440.5585136167383,1553.8437462631236,60.0,관망 우위,방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 현재가가 우선진입가 대비 +6.3% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 가상매매 평균 -2.6%,데이터 부족,50.0,0.14004935120847384,32.645696182688845,3.4467824450464146,45,비중 축소 우선,미실현수익 +10% 이상 / no_buy_score 50 이상 / 최신 예측판단 비중 축소 우선 / 현재 손익비 1:1 미만,0,1,0,0,OK,2026-05-22T22:56:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBIS,미국주식,네비우스 그룹,159.0,22.0,3498.0,191.82,holdings.current_price,2026-05-22T22:56:54,4220.04,20.641509433962256,722.0399999999998,2026-05-19,관망 우위,17.0,182.0140116322625,163.84070449795558,230.020480766798,237.68008031468963,15.0,매수금지 아님,방향 적중률 60% 이상 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 1차익절가 과대(26.4%): 목표가 보수 확인 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.9%,데이터 부족,50.0,1.365312459851133,17.077133297112713,19.914753814408304,8,보유 유지,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1.5 미만,1,0,0,0,OK,2026-05-22T22:56:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRCL,미국주식,써클 인터넷 그룹,94.55,30.0,2836.5,111.62,holdings.current_price,2026-05-22T22:56:54,3348.6000000000004,18.053939714436808,512.1000000000003,2026-05-19,관망 우위,0.0,109.76159279115176,103.03877756669284,118.8523716548508,123.53245947335787,50.0,주의,방향 적중률 45% 미만 / TP1 터치율 20% 미만 / 거래량 부족 또는 데이터 부족 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 최근 손절 빈도 높음,데이터 부족,50.0,0.8428136796430149,8.328148524231938,6.479458569119156,30,보유 유지,미실현수익 +10% 이상 / no_buy_score 50 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만,0,0,0,0,OK,2026-05-22T22:56:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMNR,미국주식,비트마인 이머전 테크놀로지스,22.7463,211.0,4799.469300000001,18.729999542236328,predictions.prev_close,2026-05-22T22:56:54,3952.0299034118652,-17.656939624306688,-847.4393965881351,2026-05-19,관망 우위,27.0,17.904247295808105,17.236354405244814,18.87269198712488,19.34021701051918,0.0,매수금지 아님,방향 적중률 60% 이상 / TP1 터치율 50% 이상 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.09553302946907638,8.665667355604011,0.7618390196261426,50,손절 우선,미실현손익률 -10% 이하 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / take_profit1 근접 또는 도달 / 손절 기준 확인 필요 / 현재가 대체값 사용: predictions.prev_close,0,0,1,0,OK,2026-05-22T22:56:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTS,미국주식,,81.9264,,,86.83000183105469,predictions.prev_close,2026-05-22T23:00:40,,5.985374471543592,,2026-05-19,관망 우위,19.0,84.9359161539033,80.96146147735789,90.69887543489416,93.48099370847596,10.0,매수금지 아님,방향 적중률 45% 미만 / TP1 터치율 50% 이상 / 평균 최종 손익 양수 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.6592565392180246,7.248560298455131,4.455687576014511,25,데이터 부족,최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAT,미국주식,,782.78,,,863.9500122070312,predictions.prev_close,2026-05-22T23:00:40,,10.369454023739921,,2026-05-19,관망 우위,60.0,827.5155129462094,781.8966872398025,912.0399396447774,931.1745201971914,45.0,주의,방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.7%,데이터 부족,50.0,0.586081398370545,10.494138970825894,5.566285868194676,15,데이터 부족,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTC,미국주식,,55.29,,,108.16999816894533,predictions.prev_close,2026-05-22T23:00:40,,95.64116145586061,,2026-05-19,비중 축소 우선,4.0,106.15203875938548,100.9015292734906,113.46688097975944,116.79471066621213,65.0,관망 우위,방향 적중률 45% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.728748088077596,7.203526990907894,4.896813257351806,45,데이터 부족,미실현수익 +10% 이상 / no_buy_score 50 이상 / 최신 예측판단 비중 축소 우선 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LITE,미국주식,,869.0,,,884.97998046875,predictions.prev_close,2026-05-22T23:00:40,,1.8388930343785859,,2026-05-19,관망 우위,13.0,861.197895087248,813.3381542610279,925.4762494291982,958.7938080053714,75.0,매수금지,방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음,데이터 부족,50.0,0.5652601434674651,8.808369044584353,4.575953112408082,50,데이터 부족,no_buy_score 70 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKLB,미국주식,,67.5,,,131.16000366210938,predictions.prev_close,2026-05-22T23:00:40,,94.31111653645834,,2026-05-19,관망 우위,29.0,122.61614111822692,108.6759976441196,142.0437877353263,151.74821861482613,5.0,매수금지 아님,방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 거래량 부족 또는 데이터 부족 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.48406783313029983,20.689026560968827,8.298096804918842,15,데이터 부족,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAOI,미국주식,,174.64,,,,,2026-05-22T23:00:40,,,,,,,,,,,,,,이벤트 변동성장,65.0,,,,25,데이터 부족,시장위험 60 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIMO,미국주식,,244.21,,,,,2026-05-22T23:00:40,,,,,,,,,,,,,,이벤트 변동성장,65.0,,,,25,데이터 부족,시장위험 60 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131970,한국주식,두산테스나,178200.0,30.0,5346000.0,165600.0,holdings.current_price,2026-05-22T23:00:40,4968000.0,-7.070707070707072,-378000.0,2026-05-22,관망 우위,12.0,170392.06790857142,159485.40512861725,194632.35,201196.6,20.0,매수금지 아님,"이벤트 변동성장 / 방향 적중률 60% 이상 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 55 · 이벤트 리스크: FOMC, CPI/PPI, 실적 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,55.0,4.748041466471619,3.8339526218412523,17.531612318840573,40,비중 축소 우선,미실현손익률 -5% 이하 / 최신 예측판단 관망 우위 / 이벤트 변동성장,0,1,0,0,OK,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222800,한국주식,심텍,98200.0,55.0,5401000.0,103600.0,holdings.current_price,2026-05-22T23:00:40,5698000.0,5.498981670061109,297000.0,2026-05-22,돌파 확인 후 접근,0.0,128376.99116040324,120798.90501325791,139365.216073764,144669.8763767657,20.0,매수금지 아님,"이벤트 변동성장 / TP1 터치율 50% 이상 / 뉴스/이벤트 악재 또는 위험 문구 / 시초 예상가가 1차 저항선 1% 이내 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 55 · 이벤트 리스크: FOMC, CPI/PPI, 실적 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,55.0,,-14.237633206501588,34.522409337610036,55,손절 우선,현재가가 손절가 아래 / 이벤트 변동성장 / 손절 기준 확인 필요,0,0,1,0,OK,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNDK,미국주식,샌디스크,791.589,5.0,3957.945,1392.56,holdings.current_price,2026-05-22T23:00:40,6962.799999999999,75.91957442561733,3004.8549999999996,2026-05-19,비중 축소 우선,2.0,1212.565355447042,1049.8342879380496,1440.5585136167383,1553.8437462631236,60.0,관망 우위,방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 현재가가 우선진입가 대비 +6.3% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 가상매매 평균 -2.6%,데이터 부족,50.0,0.14004935120847384,32.645696182688845,3.4467824450464146,45,비중 축소 우선,미실현수익 +10% 이상 / no_buy_score 50 이상 / 최신 예측판단 비중 축소 우선 / 현재 손익비 1:1 미만,0,1,0,0,OK,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBIS,미국주식,네비우스 그룹,159.0,22.0,3498.0,191.82,holdings.current_price,2026-05-22T23:00:40,4220.04,20.641509433962256,722.0399999999998,2026-05-19,관망 우위,17.0,182.0140116322625,163.84070449795558,230.020480766798,237.68008031468963,15.0,매수금지 아님,방향 적중률 60% 이상 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 1차익절가 과대(26.4%): 목표가 보수 확인 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.9%,데이터 부족,50.0,1.365312459851133,17.077133297112713,19.914753814408304,8,보유 유지,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1.5 미만,1,0,0,0,OK,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRCL,미국주식,써클 인터넷 그룹,94.55,30.0,2836.5,111.62,holdings.current_price,2026-05-22T23:00:40,3348.6000000000004,18.053939714436808,512.1000000000003,2026-05-19,관망 우위,0.0,109.76159279115176,103.03877756669284,118.8523716548508,123.53245947335787,50.0,주의,방향 적중률 45% 미만 / TP1 터치율 20% 미만 / 거래량 부족 또는 데이터 부족 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 최근 손절 빈도 높음,데이터 부족,50.0,0.8428136796430149,8.328148524231938,6.479458569119156,30,보유 유지,미실현수익 +10% 이상 / no_buy_score 50 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만,0,0,0,0,OK,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMNR,미국주식,비트마인 이머전 테크놀로지스,22.7463,211.0,4799.469300000001,18.729999542236328,predictions.prev_close,2026-05-22T23:00:40,3952.0299034118652,-17.656939624306688,-847.4393965881351,2026-05-19,관망 우위,27.0,17.904247295808105,17.236354405244814,18.87269198712488,19.34021701051918,0.0,매수금지 아님,방향 적중률 60% 이상 / TP1 터치율 50% 이상 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.09553302946907638,8.665667355604011,0.7618390196261426,50,손절 우선,미실현손익률 -10% 이하 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / take_profit1 근접 또는 도달 / 손절 기준 확인 필요 / 현재가 대체값 사용: predictions.prev_close,0,0,1,0,OK,2026-05-22T23:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTS,미국주식,,81.9264,,,86.83000183105469,predictions.prev_close,2026-05-22T23:04:26,,5.985374471543592,,2026-05-19,관망 우위,19.0,84.9359161539033,80.96146147735789,90.69887543489416,93.48099370847596,10.0,매수금지 아님,방향 적중률 45% 미만 / TP1 터치율 50% 이상 / 평균 최종 손익 양수 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.6592565392180246,7.248560298455131,4.455687576014511,25,데이터 부족,최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T23:04:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAT,미국주식,,782.78,,,863.9500122070312,predictions.prev_close,2026-05-22T23:04:26,,10.369454023739921,,2026-05-19,관망 우위,60.0,827.5155129462094,781.8966872398025,912.0399396447774,931.1745201971914,45.0,주의,방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.7%,데이터 부족,50.0,0.586081398370545,10.494138970825894,5.566285868194676,15,데이터 부족,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T23:04:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTC,미국주식,,55.29,,,108.16999816894533,predictions.prev_close,2026-05-22T23:04:26,,95.64116145586061,,2026-05-19,비중 축소 우선,4.0,106.15203875938548,100.9015292734906,113.46688097975944,116.79471066621213,65.0,관망 우위,방향 적중률 45% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.728748088077596,7.203526990907894,4.896813257351806,45,데이터 부족,미실현수익 +10% 이상 / no_buy_score 50 이상 / 최신 예측판단 비중 축소 우선 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T23:04:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LITE,미국주식,,869.0,,,884.97998046875,predictions.prev_close,2026-05-22T23:04:26,,1.8388930343785859,,2026-05-19,관망 우위,13.0,861.197895087248,813.3381542610279,925.4762494291982,958.7938080053714,75.0,매수금지,방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음,데이터 부족,50.0,0.5652601434674651,8.808369044584353,4.575953112408082,50,데이터 부족,no_buy_score 70 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T23:04:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKLB,미국주식,,67.5,,,131.16000366210938,predictions.prev_close,2026-05-22T23:04:26,,94.31111653645834,,2026-05-19,관망 우위,29.0,122.61614111822692,108.6759976441196,142.0437877353263,151.74821861482613,5.0,매수금지 아님,방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 거래량 부족 또는 데이터 부족 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.48406783313029983,20.689026560968827,8.298096804918842,15,데이터 부족,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-22T23:04:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAOI,미국주식,,174.64,,,,,2026-05-22T23:04:26,,,,,,,,,,,,,,이벤트 변동성장,65.0,,,,25,데이터 부족,시장위험 60 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-22T23:04:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIMO,미국주식,,244.21,,,,,2026-05-22T23:04:26,,,,,,,,,,,,,,이벤트 변동성장,65.0,,,,25,데이터 부족,시장위험 60 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-22T23:04:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
